ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,sajdah_ayah,sajdah_no,total_ayah_quran,no_of_word_ayah,list_of_words
91,1687,قالوا۟ تٱلله لقد ءاثرك ٱلله علينا وإن كنا لخٰطـٔين,"They admitted, “By Allah! Allah has truly preferred you over us, and we have surely been sinful.”",202,13,3,98,False,,6236,9,"[قالوا۟,تٱلله,لقد,ءاثرك,ٱلله,علينا,وإن,كنا,لخٰطـٔين]"
92,1688,قال لا تثريب عليكم ٱليوم ۖ يغفر ٱلله لكم ۖ وهو أرحم ٱلرٰحمين,"Joseph said, “There is no blame on you today. May Allah forgive you! He is the Most Merciful of the merciful!",202,13,3,98,False,,6236,13,"[قال,لا,تثريب,عليكم,ٱليوم,ۖ,يغفر,ٱلله,لكم,ۖ,وهو,أرحم,ٱلرٰحمين]"
93,1689,ٱذهبوا۟ بقميصى هٰذا فألقوه علىٰ وجه أبى يأت بصيرۭا وأتونى بأهلكم أجمعين,"Go with this shirt of mine and cast it over my father’s face, and he will regain his sight. Then come back to me with your whole family.”",202,13,3,98,False,,6236,12,"[ٱذهبوا۟,بقميصى,هٰذا,فألقوه,علىٰ,وجه,أبى,يأت,بصيرۭا,وأتونى,بأهلكم,أجمعين]"
94,1690,ولما فصلت ٱلعير قال أبوهم إنى لأجد ريح يوسف ۖ لولآ أن تفندون,"When the caravan departed ˹from Egypt˺, their father said ˹to those around him˺, “You may think I am senile, but I certainly sense the smell of Joseph.”",203,13,3,98,False,,6236,13,"[ولما,فصلت,ٱلعير,قال,أبوهم,إنى,لأجد,ريح,يوسف,ۖ,لولآ,أن,تفندون]"
95,1691,قالوا۟ تٱلله إنك لفى ضلٰلك ٱلقديم,"They replied, “By Allah! You are definitely still in your old delusion.”",203,13,3,98,False,,6236,6,"[قالوا۟,تٱلله,إنك,لفى,ضلٰلك,ٱلقديم]"
96,1692,فلمآ أن جآء ٱلبشير ألقىٰه علىٰ وجههۦ فٱرتد بصيرۭا ۖ قال ألم أقل لكم إنىٓ أعلم من ٱلله ما لا تعلمون,"But when the bearer of the good news arrived, he cast the shirt over Jacob’s face, so he regained his sight. Jacob then said ˹to his children˺, “Did I not tell you that I truly know from Allah what you do not know?”",203,13,3,98,False,,6236,21,"[فلمآ,أن,جآء,ٱلبشير,ألقىٰه,علىٰ,وجههۦ,فٱرتد,بصيرۭا,ۖ,قال,ألم,أقل,لكم,إنىٓ,أعلم,من,ٱلله,ما,لا,تعلمون]"
97,1693,قالوا۟ يٰٓأبانا ٱستغفر لنا ذنوبنآ إنا كنا خٰطـٔين,"They begged, “O our father! Pray for the forgiveness of our sins. We have certainly been sinful.”",203,13,3,98,False,,6236,8,"[قالوا۟,يٰٓأبانا,ٱستغفر,لنا,ذنوبنآ,إنا,كنا,خٰطـٔين]"
98,1694,قال سوف أستغفر لكم ربىٓ ۖ إنهۥ هو ٱلغفور ٱلرحيم,"He said, “I will pray to my Lord for your forgiveness. He ˹alone˺ is indeed the All-Forgiving, Most Merciful.”",203,13,3,98,False,,6236,10,"[قال,سوف,أستغفر,لكم,ربىٓ,ۖ,إنهۥ,هو,ٱلغفور,ٱلرحيم]"
99,1695,فلما دخلوا۟ علىٰ يوسف ءاوىٰٓ إليه أبويه وقال ٱدخلوا۟ مصر إن شآء ٱلله ءامنين,"When they entered Joseph’s presence, he received his parents ˹graciously˺ and said, “Enter Egypt, Allah willing, in security.”",203,13,3,98,False,,6236,14,"[فلما,دخلوا۟,علىٰ,يوسف,ءاوىٰٓ,إليه,أبويه,وقال,ٱدخلوا۟,مصر,إن,شآء,ٱلله,ءامنين]"
100,1696,ورفع أبويه على ٱلعرش وخروا۟ لهۥ سجدۭا ۖ وقال يٰٓأبت هٰذا تأويل رءيٰى من قبل قد جعلها ربى حقۭا ۖ وقد أحسن بىٓ إذ أخرجنى من ٱلسجن وجآء بكم من ٱلبدو منۢ بعد أن نزغ ٱلشيطٰن بينى وبين إخوتىٓ ۚ إن ربى لطيفۭ لما يشآء ۚ إنهۥ هو ٱلعليم ٱلحكيم,"Then he raised his parents to the throne, and they all fell down in prostration to Joseph, Indeed my Lord is subtle in fulfilling what He wills. Surely He ˹alone˺ is the All-Knowing, All-Wise.”",203,13,3,98,False,,6236,50,"[ورفع,أبويه,على,ٱلعرش,وخروا۟,لهۥ,سجدۭا,ۖ,وقال,يٰٓأبت,هٰذا,تأويل,رءيٰى,من,قبل,قد,جعلها,ربى,حقۭا,ۖ,وقد,أحسن,بىٓ,إذ,أخرجنى,من,ٱلسجن,وجآء,بكم,من,ٱلبدو,منۢ,بعد,أن,نزغ,ٱلشيطٰن,بينى,وبين,إخوتىٓ,ۚ,إن,ربى,لطيفۭ,لما,يشآء,ۚ,إنهۥ,هو,ٱلعليم,ٱلحكيم]"
101,1697,۞ رب قد ءاتيتنى من ٱلملك وعلمتنى من تأويل ٱلأحاديث ۚ فاطر ٱلسمٰوٰت وٱلأرض أنت ولىۦ فى ٱلدنيا وٱلءاخرة ۖ توفنى مسلمۭا وألحقنى بٱلصٰلحين,“My Lord! You have surely granted me authority and taught me the interpretation of dreams. ˹O˺ Originator of the heavens and the earth! You are my Guardian in this world and the Hereafter. Allow me to die as one who submits and join me with the righteous.”,203,13,3,99,False,,6236,24,"[۞,رب,قد,ءاتيتنى,من,ٱلملك,وعلمتنى,من,تأويل,ٱلأحاديث,ۚ,فاطر,ٱلسمٰوٰت,وٱلأرض,أنت,ولىۦ,فى,ٱلدنيا,وٱلءاخرة,ۖ,توفنى,مسلمۭا,وألحقنى,بٱلصٰلحين]"
102,1698,ذٰلك من أنۢبآء ٱلغيب نوحيه إليك ۖ وما كنت لديهم إذ أجمعوٓا۟ أمرهم وهم يمكرون,"That is from the stories of the unseen which We reveal to you ˹O Prophet˺. You were not present when they ˹all˺ made up their minds, and when they plotted ˹against Joseph˺.",203,13,3,99,False,,6236,15,"[ذٰلك,من,أنۢبآء,ٱلغيب,نوحيه,إليك,ۖ,وما,كنت,لديهم,إذ,أجمعوٓا۟,أمرهم,وهم,يمكرون]"
103,1699,ومآ أكثر ٱلناس ولو حرصت بمؤمنين,And most people will not believe—no matter how keen you are—,203,13,3,99,False,,6236,6,"[ومآ,أكثر,ٱلناس,ولو,حرصت,بمؤمنين]"
104,1700,وما تسـٔلهم عليه من أجر ۚ إن هو إلا ذكرۭ للعٰلمين,even though you are not asking them for a reward for this ˹Quran˺. It is only a reminder to the whole world.,203,13,3,99,False,,6236,11,"[وما,تسـٔلهم,عليه,من,أجر,ۚ,إن,هو,إلا,ذكرۭ,للعٰلمين]"
105,1701,وكأين من ءايةۢ فى ٱلسمٰوٰت وٱلأرض يمرون عليها وهم عنها معرضون,How many signs in the heavens and the earth do they pass by with indifference!,204,13,3,99,False,,6236,11,"[وكأين,من,ءايةۢ,فى,ٱلسمٰوٰت,وٱلأرض,يمرون,عليها,وهم,عنها,معرضون]"
106,1702,وما يؤمن أكثرهم بٱلله إلا وهم مشركون,And most of them do not believe in Allah without associating others with Him ˹in worship˺.,204,13,3,99,False,,6236,7,"[وما,يؤمن,أكثرهم,بٱلله,إلا,وهم,مشركون]"
107,1703,أفأمنوٓا۟ أن تأتيهم غٰشيةۭ من عذاب ٱلله أو تأتيهم ٱلساعة بغتةۭ وهم لا يشعرون,"Do they feel secure that an overwhelming torment from Allah will not overtake them, or that the Hour will not take them by surprise when they least expect ˹it˺?",204,13,3,99,False,,6236,14,"[أفأمنوٓا۟,أن,تأتيهم,غٰشيةۭ,من,عذاب,ٱلله,أو,تأتيهم,ٱلساعة,بغتةۭ,وهم,لا,يشعرون]"
108,1704,قل هٰذهۦ سبيلىٓ أدعوٓا۟ إلى ٱلله ۚ علىٰ بصيرة أنا۠ ومن ٱتبعنى ۖ وسبحٰن ٱلله ومآ أنا۠ من ٱلمشركين,"Say, ˹O Prophet,˺ “This is my way. I invite to Allah with insight—I and those who follow me. Glory be to Allah, and I am not one of the polytheists.”",204,13,3,99,False,,6236,19,"[قل,هٰذهۦ,سبيلىٓ,أدعوٓا۟,إلى,ٱلله,ۚ,علىٰ,بصيرة,أنا۠,ومن,ٱتبعنى,ۖ,وسبحٰن,ٱلله,ومآ,أنا۠,من,ٱلمشركين]"
109,1705,ومآ أرسلنا من قبلك إلا رجالۭا نوحىٓ إليهم من أهل ٱلقرىٰٓ ۗ أفلم يسيروا۟ فى ٱلأرض فينظروا۟ كيف كان عٰقبة ٱلذين من قبلهم ۗ ولدار ٱلءاخرة خيرۭ للذين ٱتقوا۟ ۗ أفلا تعقلون,We only sent before you ˹O Prophet˺ men inspired by Us from among the people of each society. Have the deniers not travelled through the land to see what was the end of those ˹destroyed˺ before them? And surely the ˹eternal˺ Home of the Hereafter is far better for those mindful ˹of Allah˺. Will you not then understand?,204,13,3,99,False,,6236,32,"[ومآ,أرسلنا,من,قبلك,إلا,رجالۭا,نوحىٓ,إليهم,من,أهل,ٱلقرىٰٓ,ۗ,أفلم,يسيروا۟,فى,ٱلأرض,فينظروا۟,كيف,كان,عٰقبة,ٱلذين,من,قبلهم,ۗ,ولدار,ٱلءاخرة,خيرۭ,للذين,ٱتقوا۟,ۗ,أفلا,تعقلون]"
110,1706,حتىٰٓ إذا ٱستيـٔس ٱلرسل وظنوٓا۟ أنهم قد كذبوا۟ جآءهم نصرنا فنجى من نشآء ۖ ولا يرد بأسنا عن ٱلقوم ٱلمجرمين,"And when the messengers despaired and their people thought the messengers had been denied help, Our help came to them ˹at last˺. We then saved whoever We willed, and Our punishment is never averted from the wicked people.",204,13,3,99,False,,6236,20,"[حتىٰٓ,إذا,ٱستيـٔس,ٱلرسل,وظنوٓا۟,أنهم,قد,كذبوا۟,جآءهم,نصرنا,فنجى,من,نشآء,ۖ,ولا,يرد,بأسنا,عن,ٱلقوم,ٱلمجرمين]"
111,1707,لقد كان فى قصصهم عبرةۭ لأو۟لى ٱلألبٰب ۗ ما كان حديثۭا يفترىٰ ولٰكن تصديق ٱلذى بين يديه وتفصيل كل شىءۢ وهدۭى ورحمةۭ لقومۢ يؤمنون,"In their stories there is truly a lesson for people of reason. This message cannot be a fabrication, rather ˹it is˺ a confirmation of previous revelation, a detailed explanation of all things, a guide, and a mercy for people of faith.",204,13,3,99,False,,6236,24,"[لقد,كان,فى,قصصهم,عبرةۭ,لأو۟لى,ٱلألبٰب,ۗ,ما,كان,حديثۭا,يفترىٰ,ولٰكن,تصديق,ٱلذى,بين,يديه,وتفصيل,كل,شىءۢ,وهدۭى,ورحمةۭ,لقومۢ,يؤمنون]"
1,1708,الٓمٓر ۚ تلك ءايٰت ٱلكتٰب ۗ وٱلذىٓ أنزل إليك من ربك ٱلحق ولٰكن أكثر ٱلناس لا يؤمنون,"Alif-Lãm-Mĩm-Ra. These are the verses of the Book. What has been revealed to you ˹O Prophet˺ from your Lord is the truth, but most people do not believe.",205,13,3,99,False,,6236,17,"[الٓمٓر,ۚ,تلك,ءايٰت,ٱلكتٰب,ۗ,وٱلذىٓ,أنزل,إليك,من,ربك,ٱلحق,ولٰكن,أكثر,ٱلناس,لا,يؤمنون]"
2,1709,ٱلله ٱلذى رفع ٱلسمٰوٰت بغير عمدۢ ترونها ۖ ثم ٱستوىٰ على ٱلعرش ۖ وسخر ٱلشمس وٱلقمر ۖ كلۭ يجرى لأجلۢ مسمۭى ۚ يدبر ٱلأمر يفصل ٱلءايٰت لعلكم بلقآء ربكم توقنون,"It is Allah Who has raised the heavens without pillars—as you can see—then established Himself on the Throne. He has subjected the sun and the moon, each orbiting for an appointed term. He conducts the whole affair. He makes the signs clear so that you may be certain of the meeting with your Lord.",205,13,3,99,False,,6236,30,"[ٱلله,ٱلذى,رفع,ٱلسمٰوٰت,بغير,عمدۢ,ترونها,ۖ,ثم,ٱستوىٰ,على,ٱلعرش,ۖ,وسخر,ٱلشمس,وٱلقمر,ۖ,كلۭ,يجرى,لأجلۢ,مسمۭى,ۚ,يدبر,ٱلأمر,يفصل,ٱلءايٰت,لعلكم,بلقآء,ربكم,توقنون]"
3,1710,وهو ٱلذى مد ٱلأرض وجعل فيها روٰسى وأنهٰرۭا ۖ ومن كل ٱلثمرٰت جعل فيها زوجين ٱثنين ۖ يغشى ٱليل ٱلنهار ۚ إن فى ذٰلك لءايٰتۢ لقومۢ يتفكرون,"And He is the One Who spread out the earth and placed firm mountains and rivers upon it, and created fruits of every kind in pairs. He covers the day with night. Surely in this are signs for those who reflect.",205,13,3,99,False,,6236,27,"[وهو,ٱلذى,مد,ٱلأرض,وجعل,فيها,روٰسى,وأنهٰرۭا,ۖ,ومن,كل,ٱلثمرٰت,جعل,فيها,زوجين,ٱثنين,ۖ,يغشى,ٱليل,ٱلنهار,ۚ,إن,فى,ذٰلك,لءايٰتۢ,لقومۢ,يتفكرون]"
4,1711,وفى ٱلأرض قطعۭ متجٰورٰتۭ وجنٰتۭ من أعنٰبۢ وزرعۭ ونخيلۭ صنوانۭ وغير صنوانۢ يسقىٰ بمآءۢ وٰحدۢ ونفضل بعضها علىٰ بعضۢ فى ٱلأكل ۚ إن فى ذٰلك لءايٰتۢ لقومۢ يعقلون,"And on the earth there are ˹different˺ neighbouring tracts, gardens of grapevines, ˹various˺ crops, palm trees—some stemming from the same root, others standing alone. They are all irrigated with the same water, yet We make some taste better than others. Surely in this are signs for those who understand.",205,13,3,99,False,,6236,28,"[وفى,ٱلأرض,قطعۭ,متجٰورٰتۭ,وجنٰتۭ,من,أعنٰبۢ,وزرعۭ,ونخيلۭ,صنوانۭ,وغير,صنوانۢ,يسقىٰ,بمآءۢ,وٰحدۢ,ونفضل,بعضها,علىٰ,بعضۢ,فى,ٱلأكل,ۚ,إن,فى,ذٰلك,لءايٰتۢ,لقومۢ,يعقلون]"
5,1712,۞ وإن تعجب فعجبۭ قولهم أءذا كنا ترٰبا أءنا لفى خلقۢ جديد ۗ أو۟لٰٓئك ٱلذين كفروا۟ بربهم ۖ وأو۟لٰٓئك ٱلأغلٰل فىٓ أعناقهم ۖ وأو۟لٰٓئك أصحٰب ٱلنار ۖ هم فيها خٰلدون,"˹Now,˺ if anything should amaze you ˹O Prophet˺, then it is their question: “When we are reduced to dust, will we really be raised as a new creation?” It is they who have disbelieved in their Lord. It is they who will have shackles around their necks. And it is they who will be the residents of the Fire. They will be there forever.",205,13,3,100,False,,6236,30,"[۞,وإن,تعجب,فعجبۭ,قولهم,أءذا,كنا,ترٰبا,أءنا,لفى,خلقۢ,جديد,ۗ,أو۟لٰٓئك,ٱلذين,كفروا۟,بربهم,ۖ,وأو۟لٰٓئك,ٱلأغلٰل,فىٓ,أعناقهم,ۖ,وأو۟لٰٓئك,أصحٰب,ٱلنار,ۖ,هم,فيها,خٰلدون]"
6,1713,ويستعجلونك بٱلسيئة قبل ٱلحسنة وقد خلت من قبلهم ٱلمثلٰت ۗ وإن ربك لذو مغفرةۢ للناس علىٰ ظلمهم ۖ وإن ربك لشديد ٱلعقاب,"They ask you ˹O Prophet˺ to hasten the torment rather than grace, though there have ˹already˺ been ˹many˺ torments before them. Surely your Lord is full of forgiveness for people, despite their wrongdoing, and your Lord is truly severe in punishment.",205,13,3,100,False,,6236,22,"[ويستعجلونك,بٱلسيئة,قبل,ٱلحسنة,وقد,خلت,من,قبلهم,ٱلمثلٰت,ۗ,وإن,ربك,لذو,مغفرةۢ,للناس,علىٰ,ظلمهم,ۖ,وإن,ربك,لشديد,ٱلعقاب]"
7,1714,ويقول ٱلذين كفروا۟ لولآ أنزل عليه ءايةۭ من ربهۦٓ ۗ إنمآ أنت منذرۭ ۖ ولكل قوم هاد,"The disbelievers say, “If only a sign could be sent down to him from his Lord.” You ˹O Prophet˺ are only a warner. And every people had a guide.",205,13,3,100,False,,6236,17,"[ويقول,ٱلذين,كفروا۟,لولآ,أنزل,عليه,ءايةۭ,من,ربهۦٓ,ۗ,إنمآ,أنت,منذرۭ,ۖ,ولكل,قوم,هاد]"
8,1715,ٱلله يعلم ما تحمل كل أنثىٰ وما تغيض ٱلأرحام وما تزداد ۖ وكل شىء عندهۥ بمقدار,Allah knows what every female bears and what increases and decreases in the wombs. And with Him everything is determined with precision.,206,13,3,100,False,,6236,16,"[ٱلله,يعلم,ما,تحمل,كل,أنثىٰ,وما,تغيض,ٱلأرحام,وما,تزداد,ۖ,وكل,شىء,عندهۥ,بمقدار]"
9,1716,عٰلم ٱلغيب وٱلشهٰدة ٱلكبير ٱلمتعال,"˹He is the˺ Knower of the seen and the unseen—the All-Great, Most Exalted.",206,13,3,100,False,,6236,5,"[عٰلم,ٱلغيب,وٱلشهٰدة,ٱلكبير,ٱلمتعال]"
10,1717,سوآءۭ منكم من أسر ٱلقول ومن جهر بهۦ ومن هو مستخفۭ بٱليل وساربۢ بٱلنهار,"It is the same ˹to Him˺ whether any of you speaks secretly or openly, whether one hides in the darkness of night or goes about in broad daylight.",206,13,3,100,False,,6236,14,"[سوآءۭ,منكم,من,أسر,ٱلقول,ومن,جهر,بهۦ,ومن,هو,مستخفۭ,بٱليل,وساربۢ,بٱلنهار]"
11,1718,لهۥ معقبٰتۭ منۢ بين يديه ومن خلفهۦ يحفظونهۥ من أمر ٱلله ۗ إن ٱلله لا يغير ما بقوم حتىٰ يغيروا۟ ما بأنفسهم ۗ وإذآ أراد ٱلله بقومۢ سوٓءۭا فلا مرد لهۥ ۚ وما لهم من دونهۦ من وال,"For each one there are successive angels before and behind, protecting them by Allah’s command. Indeed, Allah would never change a people’s state ˹of favour˺ until they change their own state ˹of faith˺. And if it is Allah’s Will to torment a people, it can never be averted, nor can they find a protector other than Him.",206,13,3,100,False,,6236,38,"[لهۥ,معقبٰتۭ,منۢ,بين,يديه,ومن,خلفهۦ,يحفظونهۥ,من,أمر,ٱلله,ۗ,إن,ٱلله,لا,يغير,ما,بقوم,حتىٰ,يغيروا۟,ما,بأنفسهم,ۗ,وإذآ,أراد,ٱلله,بقومۢ,سوٓءۭا,فلا,مرد,لهۥ,ۚ,وما,لهم,من,دونهۦ,من,وال]"
12,1719,هو ٱلذى يريكم ٱلبرق خوفۭا وطمعۭا وينشئ ٱلسحاب ٱلثقال,"He is the One Who shows you lightning, inspiring ˹you with˺ hope and fear, and produces heavy clouds.",206,13,3,100,False,,6236,9,"[هو,ٱلذى,يريكم,ٱلبرق,خوفۭا,وطمعۭا,وينشئ,ٱلسحاب,ٱلثقال]"
13,1720,ويسبح ٱلرعد بحمدهۦ وٱلملٰٓئكة من خيفتهۦ ويرسل ٱلصوٰعق فيصيب بها من يشآء وهم يجٰدلون فى ٱلله وهو شديد ٱلمحال,"The thunder glorifies His praises, as do the angels in awe of Him. He sends thunderbolts, striking with them whoever He wills. Yet they dispute about Allah. And He is tremendous in might.",206,13,3,100,False,,6236,19,"[ويسبح,ٱلرعد,بحمدهۦ,وٱلملٰٓئكة,من,خيفتهۦ,ويرسل,ٱلصوٰعق,فيصيب,بها,من,يشآء,وهم,يجٰدلون,فى,ٱلله,وهو,شديد,ٱلمحال]"
14,1721,لهۥ دعوة ٱلحق ۖ وٱلذين يدعون من دونهۦ لا يستجيبون لهم بشىء إلا كبٰسط كفيه إلى ٱلمآء ليبلغ فاه وما هو ببٰلغهۦ ۚ وما دعآء ٱلكٰفرين إلا فى ضلٰلۢ,"Calling upon Him ˹alone˺ is the truth. But those ˹idols˺ the pagans invoke besides Him ˹can˺ never respond to them in any way. ˹It is˺ just like someone who stretches out their hands to water, ˹asking it˺ to reach their mouths, but it can never do so. The calls of the disbelievers are only in vain.",206,13,3,100,False,,6236,29,"[لهۥ,دعوة,ٱلحق,ۖ,وٱلذين,يدعون,من,دونهۦ,لا,يستجيبون,لهم,بشىء,إلا,كبٰسط,كفيه,إلى,ٱلمآء,ليبلغ,فاه,وما,هو,ببٰلغهۦ,ۚ,وما,دعآء,ٱلكٰفرين,إلا,فى,ضلٰلۢ]"
15,1722,ولله يسجد من فى ٱلسمٰوٰت وٱلأرض طوعۭا وكرهۭا وظلٰلهم بٱلغدو وٱلءاصال ۩,"To Allah ˹alone˺ bow down ˹in submission˺ all those in the heavens and the earth—willingly or unwillingly—as do their shadows, morning and evening.",206,13,3,100,True,2.0,6236,12,"[ولله,يسجد,من,فى,ٱلسمٰوٰت,وٱلأرض,طوعۭا,وكرهۭا,وظلٰلهم,بٱلغدو,وٱلءاصال,۩]"
16,1723,قل من رب ٱلسمٰوٰت وٱلأرض قل ٱلله ۚ قل أفٱتخذتم من دونهۦٓ أوليآء لا يملكون لأنفسهم نفعۭا ولا ضرۭا ۚ قل هل يستوى ٱلأعمىٰ وٱلبصير أم هل تستوى ٱلظلمٰت وٱلنور ۗ أم جعلوا۟ لله شركآء خلقوا۟ كخلقهۦ فتشٰبه ٱلخلق عليهم ۚ قل ٱلله خٰلق كل شىءۢ وهو ٱلوٰحد ٱلقهٰر,"Ask ˹them, O  Prophet˺, “Who is the Lord of the heavens and the earth?” Say, “Allah!” Ask ˹them˺, “Why ˹then˺ have you taken besides Him lords who cannot even benefit or protect themselves?” Say, “Can the blind and the sighted be equal? Or can darkness and light be equal?” Or have they associated with Allah partners who ˹supposedly˺ produced a creation like His, leaving them confused between the two creations? Say, “Allah is the Creator of all things, and He is the One, the Supreme.”",206,13,3,100,False,,6236,49,"[قل,من,رب,ٱلسمٰوٰت,وٱلأرض,قل,ٱلله,ۚ,قل,أفٱتخذتم,من,دونهۦٓ,أوليآء,لا,يملكون,لأنفسهم,نفعۭا,ولا,ضرۭا,ۚ,قل,هل,يستوى,ٱلأعمىٰ,وٱلبصير,أم,هل,تستوى,ٱلظلمٰت,وٱلنور,ۗ,أم,جعلوا۟,لله,شركآء,خلقوا۟,كخلقهۦ,فتشٰبه,ٱلخلق,عليهم,ۚ,قل,ٱلله,خٰلق,كل,شىءۢ,وهو,ٱلوٰحد,ٱلقهٰر]"
17,1724,أنزل من ٱلسمآء مآءۭ فسالت أوديةۢ بقدرها فٱحتمل ٱلسيل زبدۭا رابيۭا ۚ ومما يوقدون عليه فى ٱلنار ٱبتغآء حلية أو متٰعۢ زبدۭ مثلهۥ ۚ كذٰلك يضرب ٱلله ٱلحق وٱلبٰطل ۚ فأما ٱلزبد فيذهب جفآءۭ ۖ وأما ما ينفع ٱلناس فيمكث فى ٱلأرض ۚ كذٰلك يضرب ٱلله ٱلأمثال,"He sends down rain from the sky, causing the valleys to flow, each according to its capacity. The currents then carry along rising foam, similar to the slag produced from metal that people melt in the fire for ornaments or tools. This is how Allah compares truth to falsehood. The ˹worthless˺ residue is then cast away, but what benefits people remains on the earth. This is how Allah sets forth parables.",206,13,3,100,False,,6236,47,"[أنزل,من,ٱلسمآء,مآءۭ,فسالت,أوديةۢ,بقدرها,فٱحتمل,ٱلسيل,زبدۭا,رابيۭا,ۚ,ومما,يوقدون,عليه,فى,ٱلنار,ٱبتغآء,حلية,أو,متٰعۢ,زبدۭ,مثلهۥ,ۚ,كذٰلك,يضرب,ٱلله,ٱلحق,وٱلبٰطل,ۚ,فأما,ٱلزبد,فيذهب,جفآءۭ,ۖ,وأما,ما,ينفع,ٱلناس,فيمكث,فى,ٱلأرض,ۚ,كذٰلك,يضرب,ٱلله,ٱلأمثال]"
18,1725,للذين ٱستجابوا۟ لربهم ٱلحسنىٰ ۚ وٱلذين لم يستجيبوا۟ لهۥ لو أن لهم ما فى ٱلأرض جميعۭا ومثلهۥ معهۥ لٱفتدوا۟ بهۦٓ ۚ أو۟لٰٓئك لهم سوٓء ٱلحساب ومأوىٰهم جهنم ۖ وبئس ٱلمهاد,"Those who respond to ˹the call of˺ their Lord will have the finest reward. As for those who do not respond to Him, even if they were to possess everything in the world twice over, they would certainly offer it to ransom themselves. They will face strict judgment, and Hell will be their home. What an evil place to rest!",206,13,3,100,False,,6236,30,"[للذين,ٱستجابوا۟,لربهم,ٱلحسنىٰ,ۚ,وٱلذين,لم,يستجيبوا۟,لهۥ,لو,أن,لهم,ما,فى,ٱلأرض,جميعۭا,ومثلهۥ,معهۥ,لٱفتدوا۟,بهۦٓ,ۚ,أو۟لٰٓئك,لهم,سوٓء,ٱلحساب,ومأوىٰهم,جهنم,ۖ,وبئس,ٱلمهاد]"
19,1726,۞ أفمن يعلم أنمآ أنزل إليك من ربك ٱلحق كمن هو أعمىٰٓ ۚ إنما يتذكر أو۟لوا۟ ٱلألبٰب,Can the one who knows that your Lord’s revelation to you ˹O Prophet˺ is the truth be like the one who is blind? None will be mindful ˹of this˺ except people of reason.,207,13,3,101,False,,6236,17,"[۞,أفمن,يعلم,أنمآ,أنزل,إليك,من,ربك,ٱلحق,كمن,هو,أعمىٰٓ,ۚ,إنما,يتذكر,أو۟لوا۟,ٱلألبٰب]"
20,1727,ٱلذين يوفون بعهد ٱلله ولا ينقضون ٱلميثٰق,"˹They are˺ those who honour Allah’s covenant, never breaking the pledge;",207,13,3,101,False,,6236,7,"[ٱلذين,يوفون,بعهد,ٱلله,ولا,ينقضون,ٱلميثٰق]"
21,1728,وٱلذين يصلون مآ أمر ٱلله بهۦٓ أن يوصل ويخشون ربهم ويخافون سوٓء ٱلحساب,"and those who maintain whatever ˹ties˺ Allah has ordered to be maintained, stand in awe of their Lord, and fear strict judgment.",207,13,3,101,False,,6236,13,"[وٱلذين,يصلون,مآ,أمر,ٱلله,بهۦٓ,أن,يوصل,ويخشون,ربهم,ويخافون,سوٓء,ٱلحساب]"
22,1729,وٱلذين صبروا۟ ٱبتغآء وجه ربهم وأقاموا۟ ٱلصلوٰة وأنفقوا۟ مما رزقنٰهم سرۭا وعلانيةۭ ويدرءون بٱلحسنة ٱلسيئة أو۟لٰٓئك لهم عقبى ٱلدار,"And ˹they are˺ those who endure patiently, seeking their Lord’s pleasure, establish prayer, donate from what We have provided for them—secretly and openly—and respond to evil with good. It is they who will have the ultimate abode:",207,13,3,101,False,,6236,19,"[وٱلذين,صبروا۟,ٱبتغآء,وجه,ربهم,وأقاموا۟,ٱلصلوٰة,وأنفقوا۟,مما,رزقنٰهم,سرۭا,وعلانيةۭ,ويدرءون,بٱلحسنة,ٱلسيئة,أو۟لٰٓئك,لهم,عقبى,ٱلدار]"
23,1730,جنٰت عدنۢ يدخلونها ومن صلح من ءابآئهم وأزوٰجهم وذريٰتهم ۖ وٱلملٰٓئكة يدخلون عليهم من كل بابۢ,"the Gardens of Eternity, which they will enter along with the righteous among their parents, spouses, and descendants. And the angels will enter upon them from every gate, ˹saying,˺",207,13,3,101,False,,6236,16,"[جنٰت,عدنۢ,يدخلونها,ومن,صلح,من,ءابآئهم,وأزوٰجهم,وذريٰتهم,ۖ,وٱلملٰٓئكة,يدخلون,عليهم,من,كل,بابۢ]"
24,1731,سلٰم عليكم بما صبرتم ۚ فنعم عقبى ٱلدار,“Peace be upon you for your perseverance. How excellent is the ultimate abode!”,207,13,3,101,False,,6236,8,"[سلٰم,عليكم,بما,صبرتم,ۚ,فنعم,عقبى,ٱلدار]"
25,1732,وٱلذين ينقضون عهد ٱلله منۢ بعد ميثٰقهۦ ويقطعون مآ أمر ٱلله بهۦٓ أن يوصل ويفسدون فى ٱلأرض ۙ أو۟لٰٓئك لهم ٱللعنة ولهم سوٓء ٱلدار,"And those who violate Allah’s covenant after it has been affirmed, break whatever ˹ties˺ Allah has ordered to be maintained, and spread corruption in the land—it is they who will be condemned and will have the worst abode.",207,13,3,101,False,,6236,24,"[وٱلذين,ينقضون,عهد,ٱلله,منۢ,بعد,ميثٰقهۦ,ويقطعون,مآ,أمر,ٱلله,بهۦٓ,أن,يوصل,ويفسدون,فى,ٱلأرض,ۙ,أو۟لٰٓئك,لهم,ٱللعنة,ولهم,سوٓء,ٱلدار]"
